cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:178,16,"[[""contener"", 14], [""contener a"", 1], [""contener segun"", 1]]","[""Aypate contiene restos prehispánicos con gran valor histórico, dado que fue un centro administrativo y ceremonial construido por orden de los incas en el territorio Ayahuanca, posiblemente en un lugar donde existió con anterioridad un centro de culto de los habitantes locales."", ""Pilares fundamentales El ministro Pérez Reyes explicó que la reforma contiene pilares fundamentales que no deben debilitarse: mayor competencia entre administradoras, eficiencia a través de comisiones vinculadas a la rentabilidad, prohibición de retiros masivos y un enfoque de equidad con la introducción de una pensión mínima."", ""También contiene vitaminas del grupo B como la B1 y B2, que brindan energía; vitamina C que ayuda a prevenir el cáncer, a mantener los niveles óptimos de colesterol, prevenir las arrugas, y mantener el corazón sano; y por último la vitamina E que ayuda a proteger la piel.""]",
reltype:179,16,"[[""extender al"", 16]]","[""La jefa de Estado extendió la invitación al presidente del Congreso de la República, Eduardo Salhuana; presidenta del Poder Judicial, Janet Tello; Defensor del pueblo, Josué Gutiérrez , representantes de gremios mineros como la Sociedad Nacional de Minería, Petróleo y Energía - SNMPE , Instituto de Ingenieros de Minas del Perú , el presidente de la Comisión de Energía y Minas del Congreso, Paul Gutiérrez ."", ""Saludos institucionales La jefa institucional del Instituto Nacional de Radio y Televisión del Perú (IRTP) , Adriana Rodríguez Jadrosich, extendió su saludo al director Félix Alberto Paz Quiroz, destacando la valiosa labor del diario en la difusión de información oficial y el fortalecimiento de un periodismo responsable.""]",
reltype:180,16,"[[""marchar en"", 8], [""marchar por"", 7], [""marchar tras"", 1]]","[""Los dirigidos por Jorge Fossati marchan en el último lugar del Grupo D con tres puntos, aunque están a solo dos unidades del puntero River Plate y a uno de Independiente del Valle y Barcelona SC."", ""Los dirigidos por Paulo Autuori marchan terceros en el Grupo G con 4 puntos, producto de una victoria, un empate y una derrota en las tres primeras jornadas."", ""En la Copa Libertadores, el conjunto crema marcha tercero del Grupo B con 4 puntos en cuatro fechas, a 3 de los líderes Deportes Tolima y Coquimbo Unido.""]",
reltype:181,16,"[[""reabrir en"", 6], [""reabrir tras"", 6], [""reabrir"", 1], [""reabrir al"", 1], [""reabrir para"", 1], [""se reabrir al"", 1]]","[""Lee también: El Planetario del IGP reabre sus puertas y apuesta por astronomía inclusiva En entrevista con la agencia Andina, la científica de la NASA aseguró que una de las metas científicas del telescopio espacial James Webb es hacer un estudio exhaustivo de todo el universo \""para proveer esa información de primera a las comunidades científicas que están desarrollando este tipo de estudios y el Perú puede acceder a ello también con su comunidad estudiantil de investigación científica aplicada e instituciones como el Instituto Geofísico del Perú\""."", ""Lee también: Línea 2 del Metro: reabren un nuevo tramo de la av 28 de Julio al tránsito vehicular Con respecto al siniestro ocurrido en la estación México, en enero de 2026, el titular de la ATU señaló que ya cuentan con evaluaciones concluidas por parte de las empresas de seguros, el operador y el equipo técnico de la institución."", ""Hoy domingo 8 de junio fue reabierta la avenida Garcilaso de la Vega en el cercado de Lima, incluida su ciclovia, tras más de 10 meses de cierre parcial por obras de la estación central de la Línea 2 del Metro de Lima, informó el presidente de la Autoridad de Transporte Urbano para Lima y Callao (ATU), David Hernández.""]",
reltype:182,16,"[[""replicar el en"", 6], [""se replicar en"", 4], [""reproducir"", 2], [""replicar"", 1], [""replicar en"", 1], [""reproducir de"", 1], [""reproducir entre"", 1]]","[""La primera raqueta del Perú, Ignacio Buse, no pudo replicar lo hecho en primera ronda y perdió ante el francés Arthur Fils en el Masters 1000 de Madrid, despidiéndose así del torneo ATP, donde formó parte del cuadro principal."", ""El ministro del Ambiente, Juan Carlos Castro Vargas, resaltó el buen estado de conservación ambiental del Parque Nacional Huascarán (PNH), ubicado en el departamento de Áncash, y destacó que el modelo de gestión del turismo sostenible en este emblemático lugar es un modelo que podrá replicarse en otras áreas naturales protegidas del país, para dinamizar el desarrollo regional."", ""El titular del Ministerio del Ambiente (Minam) resaltó el buen estado de conservación ambiental del PNH y el modelo de gestión del turismo sostenible en este emblemático lugar, un modelo que podrá replicarse en otras áreas naturales protegidas del país para dinamizar el desarrollo regional.""]",
reltype:183,16,"[[""se complementar con"", 10], [""complementar"", 4], [""complementar a"", 1], [""complementar con"", 1]]","[""Esta operación complementa el financiamiento inicial realizado en convenio con el Banco Interamericano de Desarrollo (BID) por un monto de hasta US$ 300 000 000."", ""Asimismo, la universidad anunció nuevas visitas académicas para estudiantes de la Facultad de Ingeniería de Petróleo, Gas Natural y Petroquímica, quienes podrán complementar su formación observando directamente las operaciones en campo."", ""[Lea también: Presidente Balcázar: estamos avanzando en el cierre de brechas en educación y salud ] Brigada rescata a sobrevivientes Esta medida complementa la labor en el territorio de 40 especialistas del Grupo USAR (búsqueda y rescate urbano por sus siglas en inglés) del Cuerpo General de Bomberos Voluntarios del Perú.""]",
reltype:184,16,"[[""sentenciar"", 7], [""sentenciar a"", 5], [""sentenciar al"", 1], [""sentenciar con"", 1], [""sentenciar por"", 1], [""sentenciar tras"", 1]]","[""Esta minería ilegal no tiene cabida en nuestro país” , sentenció."", ""Desde el Poder Ejecutivo, el Ministerio de Desarrollo e Inclusión Social y el Programa Nacional Cuna Más reafirmamos nuestro compromiso con la primera infancia”, sentenció Toribio Vargas."", ""Para que las personas sepan que tienen a unas autoridades, que prestamos esta atención y servicio ”, sentenció la ministra Lesly Shica.""]",
reltype:185,15,"[[""se alinear con"", 10], [""alinear con"", 2], [""alinear al"", 1], [""alinear para"", 1], [""se alinear a"", 1]]","[""Este año incorpora, por primera vez, indicadores de Seguridad y Salud en el Trabajo y Gestión Ambiental, alineando al Perú con estándares internacionales y la economía verde."", ""Cabe recordar que el Decreto Legislativo N.°1646 alineó la regulación de estos límites con estándares y prácticas internacionales, con la finalidad de fortalecer la gestión del riesgo de concentración de contraparte en el sistema financiero, para resguardar su solvencia y estabilidad; y promover una mayor competencia en el otorgamiento de créditos."", ""En la reunión participó el alto comisionado para el Combate de la Minería Ilegal, Rodolfo García Esquerre, con el fin de alinear este espacio de articulación de forma integral en el marco de la Estrategia Nacional para la Reducción e Interdicción de la Minería Ilegal en el Perú al 2030 .""]",
reltype:186,15,"[[""transitacer en"", 3], [""transitar por"", 3], [""transitacer con"", 2], [""transitar de"", 2], [""transportar"", 2], [""transportar a"", 1], [""transportar en"", 1], [""transportar segun"", 1]]","[""Con relación al corredor Azul, los buses transitarán por las avenidas Prolongación Tacna, Francisco Pizarro, Caquetá, Alfonso Ugarte (Plaza Ramón Castilla y Plaza Dos de Mayo) y Nicolás de Piérola; y retomarán su ruta por la av."", ""Con relación al Corredor Azul , los buses transitarán por las avenidas Prolongación Tacna, Francisco Pizarro, Caquetá, Alfonso Ugarte (Plaza Ramón Castilla y Plaza Dos de Mayo) y Nicolás de Piérola; y retomarán su ruta por la av."", ""En sentido contrario, los servicios transitarán por las avenidas Garcilaso de la Vega, Nicolás de Piérola, Alfonso Ugarte, Caquetá, Los Próceres y el jirón Virú, permitiendo mantener la conectividad y continuidad del servicio durante la restricción vehicular.""]",
reltype:187,14,"[[""exhibir en"", 8], [""exhibir"", 5], [""exhibir durante"", 1]]","[""Lee también: La UNI exhibe robots, tecnología aeroespacial y energías renovables en feria Lo interesante de este proyecto, es que es la primera vez que estudiantes de la UNI desarrollan un prototipo de vehículo electrico que funciona con hidrógeno verde y competirán en la Shell Eco-marathon 2026 en Estados Unidos."", ""El Ministerio del Ambiente (Minam) informó que el pabellón institucional en la Expo Amazónica 2026 exhibe nuevos productos sostenibles elaborados por emprendimientos de la Amazonía, destacando su potencial productivo y aporte al desarrollo económico regional."", ""La jornada inició en el hogar de Rosa Chirapo Rodríguez, ubicada en el distrito de Coronel Gregorio Albarracín Lanchipa, donde la usuaria del programa, adscrito al Ministerio de Desarrollo e Inclusión Social (Midis), exhibió cómo su emprendimiento de tejidos artesanales está contribuyendo con su bienestar y el de sus hijos, gracias a su esfuerzo, talento y al apoyo económico de Juntos.""]",
reltype:188,14,"[[""modernizar para"", 11], [""modernizar"", 3]]","[""Unidad de inversión pública modernizará el Estado y optimizará ejecución del gasto\nLa presidenta Dina Boluarte destacó que la creación de la Unidad de Inversión Pública es una reforma histórica que emprenderá su Gobierno para modernizar el Estado y hacer más eficiente el gasto público."", ""Perú modernizará el riego y potenciará la agricultura familiar tras acuerdo con China\nDurante la visita oficial al país asiático que realizó el ministro de Desarrollo Agrario y Riego, Angel Manero, se suscribió el “Plan de Implementación del Memorando de Entendimiento entre el Ministerio de Recursos Hídricos de la República Popular de China y el Ministerio de Desarrollo Agrario y Riego (Midagri) del Perú sobre cooperación en el campo de Recursos Hídricos (2025-2028)”."", ""Sector Ambiente aprobó proyectos por más de US$ 178 millones para modernizar el transporte\nEl Servicio Nacional de Certificación Ambiental para las Inversiones Sostenibles (Senace), entidad adscrita al Ministerio del Ambiente (Minam), otorgó viabilidad ambiental a dos proyectos clave en el sector Transportes que representan una inversión superior a los 178 millones de dólares.""]",
reltype:189,14,"[[""negociar tras"", 8], [""negociar"", 2], [""negociar a"", 1], [""pactar con"", 1], [""se negociar"", 1], [""se negociar con"", 1]]","[""La directiva de la U negocia actualmente la renovación del contrato con el experimentado entrenador uruguayo Jorge Fossati, con el objetivo de preparar al equipo para la campaña de 2026, que además de la búsqueda de un cuarto título consecutivo, plantea realizar una campaña destacada en la Copa Libertadores."", ""Es un tema que está negociando el Ministerio Comercio Exterior y Turismo, las últimas conversaciones que he tenido con la ministra (Teresa Mera) son en sentido positivo\"", sostuvo el canciller en entrevista con la Agencia Andina ."", ""[Lea también: Papa León XIV llama a líderes del mundo a que se sienten a negociar y callen las armas ] Próximo mensaje a la nación Petro instó al pueblo colombiano a \""mantenerse en calma, reunirse en plazas públicas, organizarse y tomar decisiones\"" y lo invitó a acompañarlo el próximo lunes en el Paseo Bolívar, en la ciudad caribeña Barranquilla, donde anunció que dará un mensaje a toda la nación.""]",
reltype:190,14,"[[""retroceder en"", 12], [""retrasar"", 1], [""retroceder a"", 1]]","[""Retraso Además, Rodríguez Patrón adelantó que la realización de esta auditoría podría retrasar la declaratoria de los resultados oficiales de la primera vuelta."", ""Lee también: [ Presidenta: no retrocederemos frente a la minería ilegal, ni ante la violencia criminal ] La jefa de Estado agradeció al Congreso de la República por la aprobación de esta iniciativa, señalando que la norma es una muestra clara de que \""trabajando en equipo podemos avanzar en la construcción de un mejor país, de una sociedad más segura y que no demora en sancionar como se debe a la criminalidad\""."", ""Mosca de la fruta retrocede en Perú gracias a alianza Sensasa–BID\nLa mosca de la fruta retrocedió en ocho regiones del Perú, gracias al programa “Desarrollo de la sanidad agraria e inocuidad agroalimentaria”, implementado por el Servicio Nacional de Sanidad Agraria (Senasa) junto con el Banco Interamericano de Desarrollo (BID), para fortalecer la sanidad agraria en país y proteger la producción nacional.""]",
reltype:191,14,"[[""vulnerar"", 6], [""vulnerar por"", 6], [""invadir por"", 1], [""vulnerar segun"", 1]]","[""ATU: conoce las sanciones por invadir la vía exclusiva del Metropolitano\nCon el objetivo de mejorar la seguridad vial y asegurar un servicio rápido y ordenado para miles de pasajeros, la Autoridad de Transporte Urbano para Lima y Callao (ATU), en coordinación con la Policía Nacional del Perú (PNP), realizó esta mañana un nuevo operativo en la ruta del Metropolitano, que dejó como resultado 32 conductores sancionados por invadir la vía exclusiva."", ""Indecopi sanciona con más de S/ 2 millones a agencias de viajes por engaños\nLa Comisión de Protección al Consumidor N°3 (CC3) del Indecopi sancionó a siete agencias de viaje que operan en Lima con un total de 380.28 UIT, equivalente a 2 millones 034,498 soles, por emplear métodos comerciales agresivos o engañosos que vulneran el Código de Protección y Defensa del Consumidor."", ""La Comisión de Protección al Consumidor N°3 (CC3) del Indecopi sancionó a siete agencias de viaje que operan en Lima con un total de 380.28 UIT, equivalente a 2 millones 034,498 soles, por emplear métodos comerciales agresivos o engañosos que vulneran el Código de Protección y Defensa del Consumidor.""]",
reltype:192,13,"[[""fiscalizar"", 10], [""fiscalizar en"", 2], [""fiscalizar para"", 1]]","[""Candidato al Senado Miguel Ferreyra fiscalizará que se cumpla con nueva Carretera Central\nTras la reciente formalización de compromisos entre el Ejecutivo y el Gobierno Regional de Junín para la ejecución de la nueva Carretera Central, el candidato al Senado por Avanza País, Miguel Ángel Ferreyra, calificó el acta suscrita como una “victoria de la perseverancia regional” y aseguró que, de ser elegido, fiscalizará el cumplimiento de los plazos."", ""JEE Huancayo fiscaliza capacitación de miembros de mesa para las Elecciones Generales 2026\nEl Jurado Electoral Especial (JEE) de Huancayo fiscalizó el domingo 29, la primera jornada de capacitación presencial de los miembros de mesa, en el marco de las Elecciones Generales 2026 (EG 2026), que se realizarán el próximo 12 de abril en todo el país."", ""Senasa fiscaliza cerca de 700 establecimientos de venta de plaguicidas en primer trimestre\nCerca de 700 establecimientos que comercializan plaguicidas de uso agrícola en todas las regiones del país han sido fiscalizados en lo que va del 2026 por el Servicio Nacional de Sanidad Agraria (Senasa) del Ministerio de Desarrollo Agrario y Riego (Midagri).""]",
reltype:193,13,"[[""planear"", 7], [""se planean"", 2], [""destrozar de"", 1], [""destrozar por"", 1], [""planear en"", 1], [""se planear"", 1]]","[""De la mano de un Lionel Messi magnífico con dos goles y una asistencia, el Inter Miami destrozó por 1-5 a los New York Red Bulls en la última jornada de la MLS antes del parón por el All-Star."", ""Lionel Messi fue estelar orquesta en la goleada del Inter Miami\nDe la mano de un Lionel Messi magnífico con dos goles y una asistencia, el Inter Miami destrozó por 1-5 a los New York Red Bulls en la última jornada de la MLS antes del parón por el All-Star."", ""Por otro lado, Vásquez indicó que el gobierno regional a su cargo, mediante otro acuerdo con el Ministerio del Interior, planea adquirir 53 vehículos patrulleros para entregarlos a la Policía Nacional y mejorar la seguridad en la zona.""]",
reltype:194,13,"[[""se denominar"", 7], [""denominar en"", 4], [""denominar"", 1], [""denominar al"", 1]]","[""Este grupo fue denominado “Grupo de trabajo para la mejora de la gobernanza , la sostenibilidad financiera, la integridad, la transparencia y lucha contra la corrupción y de la mejora de la calidad de los servicios de salud del Seguro Social de Salud ( EsSalud )”, dependiente del Ministerio de Trabajo y Promoción del Empleo."", ""Al respecto, el jefe de Estado denominó a este grupo de trabajadores como “héroes silenciosos de nuestro país” y destacó su labor al cuidar nuestras lagunas, bosques amazónicos, desiertos costeros y diversos ecosistemas del territorio nacional."", ""“ La tecnología va a proporcionar puestos de trabajo y va a haber un desarrollo natural en lo que denominamos nosotros la fabricación para la defensa nacional.""]",
reltype:195,12,"[[""demolir durante"", 12]]","[""Trujillo: retiran muros ilegales para recuperar faja marginal de la quebrada El León\nMuros construidos de manera ilegal sobre la faja marginal de la quebrada El León fueron demolidos este jueves durante un operativo conjunto liderado por la Subgerencia Regional de Defensa Civil de La Libertad, con apoyo de la Policía Nacional del Perú, la Procuraduría Regional, la Autoridad Nacional de Infraestructura (ANIN) y áreas técnicas competentes."", ""Muros construidos de manera ilegal sobre la faja marginal de la quebrada El León fueron demolidos este jueves durante un operativo conjunto liderado por la Subgerencia Regional de Defensa Civil de La Libertad, con apoyo de la Policía Nacional del Perú, la Procuraduría Regional, la Autoridad Nacional de Infraestructura (ANIN) y áreas técnicas competentes.""]",
reltype:196,12,"[[""inaugurar al"", 6], [""inaugurar mtpe"", 6]]","[""Así lo resaltó el titular del sector, Juan Carlos Castro, al inaugurar el C entro de Operaciones del Organismo de Evaluación y Fiscalización Ambiental (OEFA) en Chancay, localidad que se ha convertido en importante polo de desarrollo del país tras el inicio de operaciones del megapuerto de Chancay."", ""Al ritmo de la música y danza de los sicuris, el ministro de Salud, César Vásquez, inauguró y puso en funcionamiento la nueva infraestructura de contingencia del centro de salud de Desaguadero, en la provincia puneña de Chucuito, que permitirá la atención de al menos 30,000 ciudadanos de la zona de frontera del país."", ""Minem: la minería es una actividad estratégica que impulsa la inversión y genera bienestar\nEl ministro de Energía y Minas, Waldir Ayasta Mechán, al inaugurar el XVI Congreso Nacional de Minería (Conamin), reafirmó el papel fundamental que desempeña la minería en el desarrollo del país, al constituirse en una actividad estratégica que impulsa la inversión, genera oportunidades y contribuye al bienestar de todos los peruanos.""]",
reltype:197,12,"[[""limitar"", 3], [""restringir en"", 3], [""limitar por"", 2], [""restringir"", 2], [""restringir por"", 1], [""se limitar a"", 1]]","[""Aunque no es un trastorno clínico, afecta la salud emocional de muchos profesionales y puede limitar seriamente su desarrollo dentro de una organización."", ""Ministro Jiménez: diferencias sociales no deben limitar acceso a la justicia\nEl ministro de Justicia y Derechos Humanos, Luis Enrique Jiménez, afirmó que el sector trabaja para que las diferencias sociales o económicas no condicionen el acceso a la justicia, al participar en la misa por el 30 aniversario de la Defensa Pública."", ""Limita por el norte con las calles Lora y Cordero y Vicente de la Vega; por el sur, con la avenida Francisco Bolognesi y la calle Tarata; por el este, con la calle Miguel Grau y la avenida Roque Sáenz Peña; y por el oeste con la calle Juan Cuglievan.""]",
reltype:198,12,"[[""morir en"", 10], [""morir al"", 1], [""morir durante"", 1]]","[""Y esta mañana murieron al menos cinco miembros de la Guardia Revolucionaria en un ataque israelí en ciudad de Jorramabad, en el centro de Irán, informó el cuerpo militar de élite en un comunicado."", ""La Fiscalía Provincial Penal Corporativa de Loreto - Nauta confirmó que un policía murió esta mañana durante un ataque armado contra el operativo que ejecutó la Policía Nacional para rescata a dos embarcaciones que se encuentran retenidas por presuntos pobladores de comunidades nativas del distrito de Trompeteros."", ""Lea también: La Libertad: muere en choque madre, hermana y cuñado de teniente alcaldesa de Virú La Policía Nacional investiga las causas exactas del accidente.""]",
reltype:199,12,"[[""repatriar por"", 10], [""repatriar"", 1], [""repatriar a"", 1]]","[""Canciller: cuerpo de funcionario de Embajada de Indonesia será repatriado\nEl ministro de Relaciones Exteriores, Elmer Schialer, indicó que el cuerpo de Zetro Leonardo Purba, funcionario de la Embajada de Indonesia en Perú que fue asesinado en el distrito de Lince, será repatriado a su país."", ""El ministro de Relaciones Exteriores, Elmer Schialer, indicó que el cuerpo de Zetro Leonardo Purba, funcionario de la Embajada de Indonesia en Perú que fue asesinado en el distrito de Lince, será repatriado a su país."", ""Lee también: [ Peruano liberado en Venezuela y su familia fueron repatriados por la Cancillería ] También se desestimó por 9 votos a favor, cuatro en contra 4 y ninguna abstención, la DC 596 formulada por la exfiscal de la Nación Delia Espinoza contra Dina Boluarte, por la posible comisión de los delitos de enriquecimiento ilícito y omisión de declaración en documento público , tipificado en los artículos 401 y 429 del Código Penal.""]",
reltype:200,12,"[[""se sentir"", 9], [""llorar por"", 1], [""sentir el"", 1], [""sentir por"", 1]]","[""Huancayo llora por policía héroe: rinden homenaje a valeroso rescatista Patrick Ospina\nCientos de pobladores de la ciudad de Huancayo participaron de las actividades en homenaje del suboficial de Primera PNP Patrick Hirochi Ospina Orihuela, quien falleció tras ser arrastrado por las aguas del río Rímac cuando intentaba rescatar a un perrito que estaba a punto de ahogarse."", ""Policía se siente respaldada por leyes vigentes tras balacera en la Vía Expresa\nLa Policía Nacional se siente respaldada por leyes recientemente aprobadas que amparan y protegen el uso gradual de la fuerza y de las armas de fuego en sucesos como el <a href=\""https://andina.pe/agencia/noticia-tres-policias-y-tres-presuntos-delincuentes-heridos-deja-balacera-la-via-expresa-1030550.aspx\"" target=\""_blank\"">tiroteo ocurrido anoche en la Vía Expresa</a>, destacó hoy el general PNP Óscar Arriola, jefe del Estado Mayor de la Policía Nacional."", ""La Policía Nacional se siente respaldada por leyes recientemente aprobadas que amparan y protegen el uso gradual de la fuerza y de las armas de fuego en sucesos como el tiroteo ocurrido anoche en la Vía Expresa , destacó hoy el general PNP Óscar Arriola, jefe del Estado Mayor de la Policía Nacional.""]",
reltype:201,12,"[[""soportar"", 5], [""sofocar para"", 4], [""soportar hasta"", 2], [""sophy para"", 1]]","[""El personal del Grupo de Intervención Rápida ante Emergencias y Desastres (GIRED) del Gobierno Regional de Áncash, junto con miembros de la Policía Nacional, bomberos voluntarios de la Compañía Santiago Antúnez de Mayolo N.º 84 de Huaraz, trabajadores de la Municipalidad Distrital de Taricá y pobladores del lugar trabajaron intensamente para sofocar el fuego ."", ""Apoyo de los bomberos de Arica Con el objetivo de apoyar para sofocar las llamas, llegó una Unidad del Cuerpo de Bomberos de la ciudad de Arica – Chile, con 400 litros de concentrado de espuma."", ""El seminario taller forma parte de las actividades del proyecto “Aplicaciones del radar meteorológico SOPHy para la gestión del riesgo de desastres y recursos hídricos en el Perú: caso El Niño en Piura”, que es ejecutado por el IGP en colaboración del Senamhi, y financiado por Concytec y la Agencia Española de Cooperación Internacional para el Desarrollo.""]",
reltype:202,11,"[[""canalizar segun"", 10], [""canalizar"", 1]]","[""Minam: desde el 2023 se canalizan S/ 58 millones para mipymes ecoamigables de la Amazonía\nDesde el 2023, el Ministerio del Ambiente (Minam) ha canalizado alrededor de 58 millones de soles para apoyar el desarrollo de micro, pequeñas y medianas empresas (Mipymes) que tienen modelos de negocio responsables con los ecosistemas y los recursos naturales."", ""Según el Minam, los recursos serán canalizados mediante la fase III del Programa de Apoyo Presupuestario de dicho sector y del Servicio Nacional de Áreas Naturales Protegidas por el Estado (Sernanp), perteneciente al Minam, con el acompañamiento técnico del Banco de Desarrollo Alemán (KfW) y la Agencia de Cooperación GIZ.""]",
reltype:203,11,"[[""descender de"", 6], [""descender a"", 2], [""descender del"", 1], [""descender durante"", 1], [""descender en"", 1]]","[""Renato Tapia y Leganés descendieron a la segunda división del fútbol español\nRenato Tapia cerró la temporada 2024-25 de LaLiga con una victoria junto al Leganés, pero el triunfo no fue suficiente para evitar el descenso."", ""La última vez que el Tottenham descendió a la Segunda división fue en la temporada 1976-1977 y el club se ha visto inmerso en esta situación apenas siete años después de alcanzar la final de la Liga de Campeones y un año después de conquistar la Europa League contra el Manchester United."", ""El mandatario descendió de la aeronave junto a varios ministros de Estado, entre los que se encontraban Vicente Tiburcio (Interior), Lesly Shica (Desarrollo e Inclusión Social).""]",
reltype:204,11,"[[""examinar"", 9], [""examinar para"", 1], [""se examinar"", 1]]","[""Este comité examina, antes de su presentación al Consejo Ejecutivo , todos los documentos relacionados con el presupuesto y el programa de trabajo de la organización, que son preparados por el secretario general."", ""El coordinador de Comisión de Promoción del Perú para la Exportación y el Turismo (Promperú) Loreto, Martín Pinedo, y el director del Centro de Investigación de Economía y Negocios de la Asociación de Exportadores (ADEX), Edgar Vásquez, examinarán los nuevos corredores comerciales internacionales."", ""En la parte considerativa, señala que dicho foro constituye la principal plataforma intergubernamental de las Naciones Unidas para examinar los avances en la implementación de la Agenda 2030 y los Objetivos de Desarrollo Sostenible (ODS).""]",
reltype:205,11,"[[""se originar del"", 6], [""se originar por"", 2], [""originar en"", 1], [""se originar en"", 1], [""se originar tras"", 1]]","[""Lluvia con granizo originó en la ciudad de Cajamarca ingreso de humedad por zona oriental\nUna fuerte lluvia con granizo se registró el último domingo en la ciudad de Cajamarca, acumulando 10.6 milímetros, por lo que fue catalogado como un día extremadamente lluvioso por la oficina regional del Servicio Nacional de Meteorología e Hidrología (Senamhi)."", ""La solicitud de inhabilitación contra Delia Espinoza se originó del informe final de las denuncias constitucionales 563 y 618 (acumuladas), que atribuían a la extitular del Ministerio Público una presunta infracción constitucional y la posible comisión de los delitos de abuso de autoridad y prevaricato ."", ""La decisión se origina en el Informe 00001-2026-P/JNJ, elaborado el pasado 4 de febrero por la presidenta de la institución, María Teresa Cabrera Vega, y que, luego de evaluarse, recibió la aprobación de la Comisión de Evaluación y Ratificación y por el acuerdo unánime del pleno de la JNJ.""]",
reltype:206,10,"[[""ahorrar"", 4], [""salvar en"", 3], [""ahorrar en"", 1], [""salvar de"", 1], [""salvar para"", 1]]","[""Pensión 65: más del 95% de usuarios en Tacna ahorra tiempo al cobrar con tarjeta de débito\nEn el departamento de Tacna, el Ministerio de Desarrollo e Inclusión Social (Midis) tiene 4296 usuarios del programa Pensión 65, de los cuales 4090 están cobrando su subvención empleando la tarjeta de débito del Banco de la Nación, lo que representa más del 95 % de adultos mayores que reciben la cobertura integral en esta región del país."", ""Pensión 65: cerca de 747 000 adultos mayores ahorran tiempo al cobrar con tarjeta\nA sus 77 años, Eleodora Yahuara Duire recibió por primera vez una tarjeta de débito del Banco de la Nación en su centro poblado de Saramiriza, una de las localidades más distantes de Loreto."", ""La plataforma tiene como objetivos acercar el local de votación al domicilio del elector , reducir tiempo y ahorrar dinero en el traslado hacia el centro de sufragio el día de la elección, así como optimizar la organización y distribución de mesas a nivel nacional.""]",
reltype:207,10,"[[""amenazar"", 7], [""amenazar de"", 1], [""amenazar por"", 1], [""amenazar tras"", 1]]","[""Capturan en España a sicario “Negro Marín” que amenazaba Gamarra y el mercado Unicachi\nEl Ministerio del Interior informó que tras un paciente trabajo de inteligencia, la Policía Nacional del Perú (PNP), en coordinación con la División contra la Ciberdelincuencia de Madrid, capturó hoy, en España, a Miguel Ángel Marín Morón, alias Negro Marín, miembro de la organización criminal Los Sanguinarios de la Construcción."", ""Piura en alerta por avance de la minería ilegal que pone en peligro su agricultura y agua\nPiura atraviesa un escenario crítico por el avance sostenido de la minería ilegal en distintas zonas de la región, una situación que amenaza recursos estratégicos como el agua, la agricultura y las oportunidades de desarrollo económico formal, advirtió el Área de Estudios Económicos de la Cámara de Comercio y Producción de Piura."", ""Piura atraviesa un escenario crítico por el avance sostenido de la minería ilegal en distintas zonas de la región, una situación que amenaza recursos estratégicos como el agua, la agricultura y las oportunidades de desarrollo económico formal, advirtió el Área de Estudios Económicos de la Cámara de Comercio y Producción de Piura.""]",
reltype:208,10,"[[""canalizar para"", 3], [""canalizar en"", 2], [""canalizar de"", 1], [""canalizar desde"", 1], [""canalizar durante"", 1], [""canalizar el para"", 1], [""canalizar mediante"", 1]]","[""Programa para Bionegocios A través del Programa para Bionegocios, implementado desde 2023 con apoyo del Banco Interamericano de Desarrollo, el Minam ha canalizado más de S/40 millones para emprendedores de nuestra Amazonía, mediante 11 entidades financieras aliadas."", ""Desde el 2023, el Ministerio del Ambiente (Minam) ha canalizado alrededor de 58 millones de soles para apoyar el desarrollo de micro, pequeñas y medianas empresas (Mipymes) que tienen modelos de negocio responsables con los ecosistemas y los recursos naturales."", ""Financiamiento - El programa de la Unión Europea (UE), AL-INVEST Verde, canalizó recursos financieros durante 26 meses en la selva central peruana con el objetivo de organizar una matriz comercial baja en carbono.""]",
reltype:209,10,"[[""se apersonar a"", 7], [""se vestir de"", 3]]","[""Informó que el general (r) Máximo Ramírez, defensor de la Policía, se ha apersonado a dicha unidad policial y se viene recolectando evidencia con participación del Ministerio Público, y que el caso será puesto a disposición del Poder Judicial."", ""El comunicado agrega que, de inmediato, el director de Ceremonial del Estado de la Cancillería se apersonó a la clínica donde fue trasladada la víctima, donde se encontraban el fiscal de turno y efectivos de la Policía Nacional , \""quienes vienen realizando las investigaciones correspondientes, a fin de esclarecer las circunstancias en las que se produjo el atentado e identificar a los responsables \""."", ""Lea también: Moquegua: verifican calidad del agua potable ante presunta contaminación de planta Ollería Dirección de Transportes El titular de la Contraloría se apersonó a la Dirección Regional de Transportes y Comunicaciones de Tumbes, donde reiteró la atención a los pedidos de información realizados por la entidad, con relación a un proyecto a cargo de esta Dirección y que está vinculado a denuncias recientes.""]",
